dnarun_name	germplasm_name	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle
SI5606-18	IR07N128(tpr/dsr)		Inbred						
SI5606-19	IR07N128(tpr/dsr)		Inbred						
SI5606-20	IR07N128(tpr/dsr)		Inbred						
SI5606-21	IR07N128(tpr/dsr)		Inbred						
SI5606-22	IR07N128(tpr/dsr)		Inbred						
SI5606-23	IR07N128(tpr/dsr)		Inbred						
SI5606-24	IR07N128(tpr/dsr)		Inbred						
SI5607-01	IR08A172(tpr)		Inbred						
SI5607-02	IR08A172(tpr)		Inbred						
SI5607-03	IR08A172(tpr)		Inbred						
SI5608-01	IR09N261(tpr/dsr)		Inbred						
SI5608-02	IR09N261(tpr/dsr)		Inbred						
SI5608-03	IR09N261(tpr/dsr)		Inbred						
SI5609-01	IR11A294(dsr)		Inbred						
SI5609-02	IR11A294(dsr)		Inbred						
SI5609-03	IR11A294(dsr)		Inbred						
SI5610-01	IR94746-24-3-2-2-2(J)		Inbred						
SI5610-02	IR94746-24-3-2-2-2(J)		Inbred						
SI5610-03	IR94746-24-3-2-2-2(J)		Inbred						
SI5613-01	Co39		Inbred						
SI5613-02	Co39		Inbred						
SI5613-03	Co39		Inbred						
SI5614-01	IR36		Inbred						
SI5614-02	IR36		Inbred						
SI5614-03	IR36		Inbred						
SI5615-01	IR64		Inbred						
SI5615-02	IR64		Inbred						
SI5615-03	IR64		Inbred						
SI5615-04	IR64		Inbred						
SI5615-05	IR64		Inbred						
SI5615-06	IR64		Inbred						
SI5615-07	IR64		Inbred						
SI5615-08	IR64		Inbred						
SI5615-09	IR64		Inbred						
SI5615-10	IR64		Inbred						
SI5615-11	IR64		Inbred						
SI5615-12	IR64		Inbred						
SI5615-13	IR64		Inbred						
SI5615-14	IR64		Inbred						
SI5615-15	IR64		Inbred						
SI5615-16	IR64		Inbred						
SI5615-17	IR64		Inbred						
SI5615-18	IR64		Inbred						
SI5615-19	IR64		Inbred						
SI5615-20	IR64		Inbred						
SI5615-21	IR64		Inbred						
SI5615-22	IR64		Inbred						
SI5615-23	IR64		Inbred						
SI5615-24	IR64		Inbred						
SI5615-25	IR64		Inbred						
SI5615-26	IR64		Inbred						
SI5615-27	IR64		Inbred						
SI5615-28	IR64		Inbred						
SI5615-29	IR64		Inbred						
SI5615-30	IR64		Inbred						
SI5615-31	IR64		Inbred						
SI5615-32	IR64		Inbred						
SI5615-33	IR64		Inbred						
SI5615-34	IR64		Inbred						
SI5615-35	IR64		Inbred						
SI5615-36	IR64		Inbred						
SI5615-37	IR64		Inbred						
SI5615-38	IR64		Inbred						
SI5615-39	IR64		Inbred						
SI5615-40	IR64		Inbred						
SI5615-41	IR64		Inbred						
SI5615-42	IR64		Inbred						
SI5615-43	IR64		Inbred						
SI5615-44	IR64		Inbred						
SI5615-45	IR64		Inbred						
SI5615-46	IR64		Inbred						
SI5615-47	IR64		Inbred						
SI5615-48	IR64		Inbred						
SI5615-49	IR64		Inbred						
SI5615-50	IR64		Inbred						
SI5615-51	IR64		Inbred						
SI5615-52	IR64		Inbred						
SI5615-53	IR64		Inbred						
SI5615-54	IR64		Inbred						
SI5615-55	IR64		Inbred						
SI5615-56	IR64		Inbred						
SI5615-57	IR64		Inbred						
SI5615-58	IR64		Inbred						
SI5615-59	IR64		Inbred						
SI5615-60	IR64		Inbred						
SI5616-01	IR72		Inbred						
SI5616-02	IR72		Inbred						
SI5616-03	IR72		Inbred						
SI5616-04	IR72		Inbred						
SI5616-05	IR72		Inbred						
SI5616-06	IR72		Inbred						
SI5616-07	IR72		Inbred						
SI5616-08	IR72		Inbred						
SI5616-09	IR72		Inbred						
SI5616-10	IR72		Inbred						
SI5616-11	IR72		Inbred						
SI5616-12	IR72		Inbred						
SI5616-13	IR72		Inbred						
SI5616-14	IR72		Inbred						
SI5616-15	IR72		Inbred						
SI5616-16	IR72		Inbred						
SI5616-17	IR72		Inbred						
SI5616-18	IR72		Inbred						
SI5616-19	IR72		Inbred						
SI5616-20	IR72		Inbred						
SI5616-21	IR72		Inbred						
SI5616-22	IR72		Inbred						
SI5616-23	IR72		Inbred						
SI5616-24	IR72		Inbred						
SI5616-25	IR72		Inbred						
SI5616-26	IR72		Inbred						
SI5616-27	IR72		Inbred						
SI5616-28	IR72		Inbred						
SI5616-29	IR72		Inbred						
SI5616-30	IR72		Inbred						
SI5616-31	IR72		Inbred						
SI5616-32	IR72		Inbred						
SI5616-33	IR72		Inbred						
SI5616-34	IR72		Inbred						
SI5616-35	IR72		Inbred						
SI5616-36	IR72		Inbred						
SI5616-37	IR72		Inbred						
SI5616-38	IR72		Inbred						
SI5616-39	IR72		Inbred						
SI5616-40	IR72		Inbred						
SI5616-41	IR72		Inbred						
SI5616-42	IR72		Inbred						
SI5616-43	IR72		Inbred						
SI5616-44	IR72		Inbred						
SI5616-45	IR72		Inbred						
SI5616-46	IR72		Inbred						
SI5616-47	IR72		Inbred						
SI5616-48	IR72		Inbred						
SI5616-49	IR72		Inbred						
SI5616-50	IR72		Inbred						
SI5616-51	IR72		Inbred						
SI5616-52	IR72		Inbred						
SI5616-53	IR72		Inbred						
SI5616-54	IR72		Inbred						
SI5616-55	IR72		Inbred						
SI5616-56	IR72		Inbred						
SI5616-57	IR72		Inbred						
SI5616-58	IR72		Inbred						
SI5616-59	IR72		Inbred						
SI5616-60	IR72		Inbred						
SI5617-01	IR442-2-58		Inbred						
SI5617-02	IR442-2-58		Inbred						
SI5617-03	IR442-2-58		Inbred						
SI5618-01	IR24		Inbred						
SI5618-02	IR24		Inbred						
SI5618-03	IR24		Inbred						
SI5618-04	IR24		Inbred						
SI5618-05	IR24		Inbred						
SI5618-06	IR24		Inbred						
SI5618-07	IR24		Inbred						
SI5618-08	IR24		Inbred						
SI5618-09	IR24		Inbred						
SI5618-10	IR24		Inbred						
SI5618-11	IR24		Inbred						
SI5618-12	IR24		Inbred						
SI5618-13	IR24		Inbred						
SI5618-14	IR24		Inbred						
SI5618-15	IR24		Inbred						
SI5618-16	IR24		Inbred						
SI5618-17	IR24		Inbred						
SI5618-18	IR24		Inbred						
SI5618-19	IR24		Inbred						
SI5618-20	IR24		Inbred						
SI5618-21	IR24		Inbred						
SI5618-22	IR24		Inbred						
SI5618-23	IR24		Inbred						
SI5618-24	IR24		Inbred						
SI5618-25	IR24		Inbred						
SI5618-26	IR24		Inbred						
SI5618-27	IR24		Inbred						
SI5618-28	IR24		Inbred						
SI5618-29	IR24		Inbred						
SI5618-30	IR24		Inbred						
SI5618-31	IR24		Inbred						
SI5618-32	IR24		Inbred						
SI5618-33	IR24		Inbred						
SI5618-34	IR24		Inbred						
SI5618-35	IR24		Inbred						
SI5618-36	IR24		Inbred						
SI5618-37	IR24		Inbred						
SI5618-38	IR24		Inbred						
SI5618-39	IR24		Inbred						
SI5618-40	IR24		Inbred						
SI5618-41	IR24		Inbred						
SI5618-42	IR24		Inbred						
SI5618-43	IR24		Inbred						
SI5618-44	IR24		Inbred						
SI5618-45	IR24		Inbred						
SI5618-46	IR24		Inbred						
SI5618-47	IR24		Inbred						
SI5618-48	IR24		Inbred						
SI5618-49	IR24		Inbred						
SI5618-50	IR24		Inbred						
SI5618-51	IR24		Inbred						
SI5618-52	IR24		Inbred						
SI5618-53	IR24		Inbred						
SI5618-54	IR24		Inbred						
SI5618-55	IR24		Inbred						
SI5618-56	IR24		Inbred						
SI5618-57	IR24		Inbred						
SI5618-58	IR24		Inbred						
SI5618-59	IR24		Inbred						
SI5618-60	IR24		Inbred						
SI5619-01	IRBL2		Inbred						
SI5619-02	IRBL2		Inbred						
SI5619-03	IRBL2		Inbred						
SI5620-01	IRBL3		Inbred						
SI5620-02	IRBL3		Inbred						
SI5620-03	IRBL3		Inbred						
SI5621-01	IRBL4		Inbred						
SI5621-02	IRBL4		Inbred						
SI5621-03	IRBL4		Inbred						
SI5622-01	IRBL5		Inbred						
SI5622-02	IRBL5		Inbred						
SI5622-03	IRBL5		Inbred						
SI5623-01	IRBL6		Inbred						
SI5623-02	IRBL6		Inbred						
SI5623-03	IRBL6		Inbred						
SI5624-01	IRBL7		Inbred						
SI5624-02	IRBL7		Inbred						
SI5624-03	IRBL7		Inbred						
SI5625-01	IRBL8		Inbred						
SI5625-02	IRBL8		Inbred						
SI5625-03	IRBL8		Inbred						
SI5626-01	IRBL9		Inbred						
SI5626-02	IRBL9		Inbred						
SI5626-03	IRBL9		Inbred						
SI5627-01	IRBL11		Inbred						
SI5627-02	IRBL11		Inbred						
SI5627-03	IRBL11		Inbred						
SI5628-01	IRBL13		Inbred						
SI5628-02	IRBL13		Inbred						
SI5628-03	IRBL13		Inbred						
SI5629-01	IRBL14		Inbred						
SI5629-02	IRBL14		Inbred						
SI5629-03	IRBL14		Inbred						
SI5630-01	IRBL15		Inbred						
SI5630-02	IRBL15		Inbred						
SI5630-03	IRBL15		Inbred						
SI5631-01	IRBL17		Inbred						
SI5631-02	IRBL17		Inbred						
SI5631-03	IRBL17		Inbred						
SI5632-01	IRBL18		Inbred						
SI5632-02	IRBL18		Inbred						
SI5632-03	IRBL18		Inbred						
SI5633-01	IRBL19		Inbred						
SI5633-02	IRBL19		Inbred						
SI5633-03	IRBL19		Inbred						
SI5634-01	IRBL20		Inbred						
SI5634-02	IRBL20		Inbred						
SI5634-03	IRBL20		Inbred						
SI5635-01	IRBL21		Inbred						
SI5635-02	IRBL21		Inbred						
SI5635-03	IRBL21		Inbred						
SI5636-01	IRBL23		Inbred						
SI5636-02	IRBL23		Inbred						
SI5636-03	IRBL23		Inbred						
SI5637-01	IRBL24		Inbred						
SI5637-02	IRBL24		Inbred						
SI5637-03	IRBL24		Inbred						
SI5638-01	IRBL25		Inbred						
SI5638-02	IRBL25		Inbred						
SI5638-03	IRBL25		Inbred						
SI5639-01	IRBL26		Inbred						
SI5639-02	IRBL26		Inbred						
SI5639-03	IRBL26		Inbred						
SI5640-01	IRBL27		Inbred						
SI5640-02	IRBL27		Inbred						
SI5640-03	IRBL27		Inbred						
SI5641-01	IRBL28		Inbred						
SI5641-02	IRBL28		Inbred						
SI5641-03	IRBL28		Inbred						
SI5642-01	IRBL29		Inbred						
SI5642-02	IRBL29		Inbred						
SI5642-03	IRBL29		Inbred						
SI5643-01	IRBL30		Inbred						
SI5643-02	IRBL30		Inbred						
SI5643-03	IRBL30		Inbred						
SI5644-01	IRBL31		Inbred						
SI5644-02	IRBL31		Inbred						
SI5644-03	IRBL31		Inbred						
SI5645-01	IRBL32		Inbred						
SI5645-02	IRBL32		Inbred						
SI5645-03	IRBL32		Inbred						
SI5646-01	IRBB10		Inbred						
SI5646-02	IRBB10		Inbred						
SI5646-03	IRBB10		Inbred						
SI5647-01	IRBB4		Inbred						
SI5647-02	IRBB4		Inbred						
SI5647-03	IRBB4		Inbred						
SI5648-01	CN1		Inbred						
SI5648-02	CN1		Inbred						
SI5648-03	CN1		Inbred						
SI5649-01	CN2		Inbred						
SI5649-02	CN2		Inbred						
SI5649-03	CN2		Inbred						
SI5650-01	CN3		Inbred						
SI5650-02	CN3		Inbred						
SI5650-03	CN3		Inbred						
SI5651-01	CN4		Inbred						
SI5651-02	CN4		Inbred						
SI5651-03	CN4		Inbred						
SI5652-01	CN5		Inbred						
SI5652-02	CN5		Inbred						
SI5652-03	CN5		Inbred						
SI5653-01	CN6		Inbred						
SI5653-02	CN6		Inbred						
SI5653-03	CN6		Inbred						
SI5654-01	CN7		Inbred						
SI5654-02	CN7		Inbred						
SI5654-03	CN7		Inbred						
SI5655-01	CN8		Inbred						
SI5655-02	CN8		Inbred						
SI5655-03	CN8		Inbred						
SI5656-01	CN9		Inbred						
SI5656-02	CN9		Inbred						
SI5656-03	CN9		Inbred						
SI5657-01	CN10		Inbred						
SI5657-02	CN10		Inbred						
SI5657-03	CN10		Inbred						
SI5658-01	CN11		Inbred						
SI5658-02	CN11		Inbred						
SI5658-03	CN11		Inbred						
SI5659-01	CN12		Inbred						
SI5659-02	CN12		Inbred						
SI5659-03	CN12		Inbred						
SI5660-01	CN13		Inbred						
SI5660-02	CN13		Inbred						
SI5660-03	CN13		Inbred						
SI5661-01	CN14		Inbred						
SI5661-02	CN14		Inbred						
SI5661-03	CN14		Inbred						
SI5662-01	CN15		Inbred						
SI5662-02	CN15		Inbred						
SI5662-03	CN15		Inbred						
SI5663-01	CN16		Inbred						
SI5663-02	CN16		Inbred						
SI5663-03	CN16		Inbred						
SI5664-01	CN17		Inbred						
SI5664-02	CN17		Inbred						
SI5664-03	CN17		Inbred						
SI5665-01	CN18		Inbred						
SI5665-02	CN18		Inbred						
SI5665-03	CN18		Inbred						
SI5666-01	CN19		Inbred						
SI5666-02	CN19		Inbred						
SI5666-03	CN19		Inbred						
SI5667-01	CN20		Inbred						
SI5667-02	CN20		Inbred						
SI5667-03	CN20		Inbred						
SI5668-01	IRBL1		Inbred						
SI5668-02	IRBL1		Inbred						
SI5668-03	IRBL1		Inbred						
SI5669-01	IRBL2		Inbred						
SI5669-02	IRBL2		Inbred						
SI5669-03	IRBL2		Inbred						
SI5670-01	IRBL3		Inbred						
SI5670-02	IRBL3		Inbred						
SI5670-03	IRBL3		Inbred						
SI5671-01	IRBL4		Inbred						
SI5671-02	IRBL4		Inbred						
SI5671-03	IRBL4		Inbred						
SI5672-01	IRBL5		Inbred						
SI5672-02	IRBL5		Inbred						
SI5672-03	IRBL5		Inbred						
SI5674-01	IRBL7		Inbred						
SI5674-02	IRBL7		Inbred						
SI5674-03	IRBL7		Inbred						
SI5675-01	IRBL8		Inbred						
SI5675-02	IRBL8		Inbred						
SI5675-03	IRBL8		Inbred						
SI5676-01	IRBL9		Inbred						
SI5676-02	IRBL9		Inbred						
SI5676-03	IRBL9		Inbred						
SI5677-01	IRBL10		Inbred						
SI5677-02	IRBL10		Inbred						
SI5677-03	IRBL10		Inbred						
SI5678-01	IRBL11		Inbred						
SI5678-02	IRBL11		Inbred						
SI5678-03	IRBL11		Inbred						
SI5679-01	IRBL12		Inbred						
SI5679-02	IRBL12		Inbred						
SI5679-03	IRBL12		Inbred						
SI5680-01	IRBL13		Inbred						
SI5680-02	IRBL13		Inbred						
SI5680-03	IRBL13		Inbred						
SI5681-01	IRBL14		Inbred						
SI5681-02	IRBL14		Inbred						
SI5681-03	IRBL14		Inbred						
SI5682-01	IRBL15		Inbred						
SI5682-02	IRBL15		Inbred						
SI5682-03	IRBL15		Inbred						
SI5683-01	IRBL16		Inbred						
SI5683-02	IRBL16		Inbred						
SI5683-03	IRBL16		Inbred						
SI5684-01	IRBL17		Inbred						
SI5684-02	IRBL17		Inbred						
SI5684-03	IRBL17		Inbred						
SI5685-01	IRBL18		Inbred						
SI5685-02	IRBL18		Inbred						
SI5685-03	IRBL18		Inbred						
SI5686-01	IRBL19		Inbred						
SI5686-02	IRBL19		Inbred						
SI5686-03	IRBL19		Inbred						
SI5687-01	IRBL20		Inbred						
SI5687-02	IRBL20		Inbred						
SI5687-03	IRBL20		Inbred						
SI5688-01	IRBL21		Inbred						
SI5688-02	IRBL21		Inbred						
SI5688-03	IRBL21		Inbred						
SI5689-01	IRBL22		Inbred						
SI5689-02	IRBL22		Inbred						
SI5689-03	IRBL22		Inbred						
SI5690-01	IRBL23		Inbred						
SI5690-02	IRBL23		Inbred						
SI5690-03	IRBL23		Inbred						
SI5691-01	IRBL24		Inbred						
SI5691-02	IRBL24		Inbred						
SI5691-03	IRBL24		Inbred						
SI5692-01	IRBL25		Inbred						
SI5692-02	IRBL25		Inbred						
SI5692-03	IRBL25		Inbred						
SI5693-01	IRBL26		Inbred						
SI5693-02	IRBL26		Inbred						
SI5693-03	IRBL26		Inbred						
SI5694-01	IRBL27		Inbred						
SI5694-02	IRBL27		Inbred						
SI5694-03	IRBL27		Inbred						
SI5695-01	IRBL28		Inbred						
SI5695-02	IRBL28		Inbred						
SI5695-03	IRBL28		Inbred						
SI5696-01	IRBL29		Inbred						
SI5696-02	IRBL29		Inbred						
SI5696-03	IRBL29		Inbred						
SI5697-01	IRBL30		Inbred						
SI5697-02	IRBL30		Inbred						
SI5697-03	IRBL30		Inbred						
SI5698-01	IRBL31		Inbred						
SI5698-02	IRBL31		Inbred						
SI5698-03	IRBL31		Inbred						
SI5699-01	IR50		Inbred						
SI5699-02	IR50		Inbred						
SI5699-03	IR50		Inbred						
T2017WMC155-01	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC155-02	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC155-03	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC155-04	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC155-05	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC155-06	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC155-07	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC155-08	IR132127	IRRI154*3/RATAWEE	BC2F1	RATAWEE	DP	IRRI154	RP		
T2017WMC156-01	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-02	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-03	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-04	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-05	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-06	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-07	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-08	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-09	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-10	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-11	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC156-12	IR132128	IRRI154*3/MAHASUDUWEE	BC2F1	MAHASUDUWEE	DP	IRRI154	RP		
T2017WMC158-01	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-02	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-03	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-04	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-05	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-06	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-07	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-08	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-09	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-10	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-11	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC158-12	IR132130	IRRI154*3/MUDALIWI	BC2F1	MUDALIWI	DP	IRRI154	RP		
T2017WMC159-01	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-02	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-03	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-04	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-05	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-06	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-07	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-08	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-09	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-10	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-11	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-12	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-13	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-14	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-15	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-16	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-17	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-18	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-19	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-20	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-21	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-22	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-23	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC159-24	IR132131	IRRI154*3/KIRINARAN	BC2F1	KIRINARAN	DP	IRRI154	RP		
T2017WMC162-01	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-02	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-03	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-04	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-05	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-06	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-07	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-08	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-09	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-10	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-11	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-12	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-13	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-14	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-15	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC162-16	IR132134	IRRI154*3/VELLAIPERUNEL	BC2F1	VELLAIPERUNEL	DP	IRRI154	RP		
T2017WMC163-01	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-02	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-03	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-04	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-05	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-06	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-07	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-08	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-09	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-10	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-11	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC163-12	IR132135	IRRI154*3/KALLUNDAI	BC2F1	KALLUNDAI	DP	IRRI154	RP		
T2017WMC165-01	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-02	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-03	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-04	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-05	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-06	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-07	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-08	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-09	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
T2017WMC165-10	IR132137	IRRI154*3/PERIYAVELLAI	BC2F1	PERIYAVELLAI	DP	IRRI154	RP		
